ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
14907,130000,2,2,2,39,3,3,3,3,3,3,37329,31408,42123,28594,34144,30908,2767,2265,2657,1973,2276,2351,0
14908,80000,2,2,2,42,1,2,1,2,1,1,21757,24054,27704,18451,18036,18556,5365,5141,11715,5589,4229,6862,0
14909,210000,1,1,1,46,3,3,3,3,3,3,106854,112279,83950,119786,121721,109684,9629,11968,10336,11262,11317,11204,1
14910,120000,1,2,2,27,0,1,0,0,0,0,82678,82508,78842,83107,72918,72038,52068,42126,63473,61188,60909,53175,0
14911,200000,1,2,2,31,2,2,2,2,2,2,46605,41901,45015,43433,49018,44341,9409,8161,10186,11480,14204,10551,0
14912,130000,2,2,2,21,0,0,0,0,-1,0,82055,100882,78577,88047,94186,94056,62478,86289,86780,72317,56337,75203,0
14913,140000,2,2,2,63,1,1,1,2,1,1,79650,94947,80799,71453,79174,73663,23931,45785,31446,30017,34443,36423,0
14914,90000,1,2,1,33,2,2,2,2,2,2,52832,53684,53176,48400,64373,57784,14774,13317,11842,12007,19985,10394,1
14915,150000,2,2,2,44,1,1,1,1,1,1,52193,54454,49995,51804,46646,45063,27937,26682,24482,29946,22725,19518,0
14916,170000,2,2,2,23,2,2,2,2,2,2,19717,20200,22704,20248,20797,21291,5538,4435,6545,4840,5861,5476,1
14917,190000,2,1,2,43,2,2,3,2,2,2,50776,46426,50992,59548,56536,51346,7540,4291,7741,10085,11587,7079,0
14918,130000,2,4,2,51,1,1,1,1,1,1,28502,26799,24945,27090,25552,28396,15593,15082,11978,14759,15613,10790,0
14919,190000,2,1,1,34,2,2,2,2,2,2,74585,76566,93717,92240,97456,90556,17344,21732,25030,23691,20687,15724,0
14920,170000,2,2,2,25,1,0,0,1,0,0,65275,68545,83775,106706,87649,87822,46444,43281,62753,60085,46272,48439,0
14921,190000,2,1,2,33,0,0,0,0,0,0,120292,114698,118827,115883,108225,120615,60435,68886,75542,70801,87768,70565,0
14922,130000,1,1,1,21,1,1,0,1,1,1,55699,63383,56594,50908,58198,52098,26662,33852,39644,23592,31732,30716,0
14923,190000,2,2,1,34,2,2,2,2,2,2,20036,21454,18638,19917,17102,19714,5174,4722,3661,5625,3014,5792,0
14924,190000,1,2,2,42,3,3,3,3,3,3,158099,167707,140944,187707,164048,161998,2383,5896,3953,5233,4966,4968,0
14925,240000,2,1,1,34,3,3,3,3,3,3,123548,87463,111000,135563,140663,112420,13187,10279,7607,15499,14889,15518,0
14926,280000,2,2,3,32,3,3,3,3,3,3,129126,132960,153365,140889,179408,142474,5033,4922,6095,4787,7039,6067,0
14927,190000,1,1,1,39,2,1,1,1,1,2,58682,55425,60294,60377,63777,60031,21604,20824,22635,16996,23803,18539,1
14928,90000,1,3,1,40,2,2,2,2,2,2,9240,8573,10276,7536,8837,8619,2691,1562,3203,1674,2402,2492,0
14929,130000,1,2,2,21,0,0,0,0,0,0,32227,27551,32383,28154,34664,28164,21007,18192,18353,14645,19297,22348,0
14930,170000,1,1,1,35,2,2,3,2,3,2,163343,123076,130488,108583,128191,148930,21847,15951,15535,15769,21501,16864,1
14931,230000,2,1,2,56,1,0,0,0,1,0,92762,89134,83828,80100,86638,84910,60272,67515,56628,44347,60193,47016,0
14932,170000,2,1,2,22,2,1,1,1,1,1,12418,16333,15303,18331,16016,17513,5135,4775,6903,6482,4684,7539,0
14933,250000,1,1,1,34,-1,0,1,0,0,1,112844,108197,98219,112176,107371,97431,81674,110932,71758,82607,61635,73817,0
14934,150000,1,2,2,52,0,-1,0,0,-1,0,71678,69702,79703,70617,81874,56542,80876,62331,71173,51803,92061,52052,1
14935,220000,2,1,2,44,1,1,1,1,1,1,107421,104714,100081,120730,108011,113068,36652,37279,40006,51227,36518,42992,0
14936,160000,1,2,1,30,1,0,1,1,1,1,36601,40998,35650,36732,36628,42719,24782,22210,23139,17715,15558,23079,1
14937,220000,1,1,1,36,1,1,1,1,1,1,94778,91496,82763,89050,99474,74783,42790,41697,14634,40406,37637,39217,0
14938,110000,2,2,2,34,3,3,3,3,3,3,20772,22082,18538,17900,16013,16372,3127,2265,2098,2291,1215,1787,0
14939,190000,2,2,2,28,0,0,0,0,0,0,67746,75650,64896,59170,74170,77937,67923,40038,46084,54106,62256,34245,0
14940,160000,2,2,3,34,1,1,1,1,1,1,89302,74529,78612,71563,92551,81166,35763,21078,33295,35761,44831,41258,0
14941,110000,1,3,1,32,0,0,-1,0,0,-1,70085,71855,78519,66078,93375,88895,61351,48829,61528,56739,49296,52310,0
14942,160000,1,2,2,36,2,2,2,2,2,1,105828,105067,74099,107434,107298,71895,28715,42057,25852,17573,29733,20145,1
14943,90000,2,1,3,28,3,3,3,3,3,3,34290,46330,44730,43779,39128,43762,1245,2029,1548,1961,1255,1864,0
14944,90000,1,4,1,23,2,2,2,2,2,2,38494,44745,39231,43961,35683,41816,9029,11324,11189,11172,10949,9574,0
14945,200000,2,1,2,34,1,2,1,2,2,1,72050,108908,109639,101833,104731,117970,22182,30893,41145,38951,36434,37225,0
14946,160000,2,2,2,50,1,1,1,1,1,1,12724,15773,11208,13890,10684,12885,5321,5395,4411,6738,2935,2874,0
14947,230000,1,1,1,35,2,2,2,2,2,2,51329,42330,47499,40185,42036,49828,8725,7628,11834,7487,8034,7892,0
14948,180000,1,2,2,32,3,3,3,3,3,3,45669,41327,43591,42713,43187,43624,2684,2990,2096,2823,3242,2864,0
14949,190000,2,2,2,41,1,2,1,1,1,1,107041,106655,99855,106231,116230,120125,66956,58878,45514,54280,48716,46719,0
14950,50000,2,3,1,33,3,3,3,3,3,3,4481,6174,5345,5017,4738,4929,123,176,166,162,134,209,0
14951,160000,2,2,3,51,1,1,1,1,1,1,45278,48849,44305,47689,49779,60732,17583,27253,15419,19713,24422,33642,0
14952,130000,2,1,2,34,2,2,1,1,2,2,35400,30440,27803,24615,24897,29122,9573,5196,8681,5257,7944,7887,0
14953,150000,2,2,3,41,2,2,2,2,2,2,18165,14877,17269,17740,13270,15685,4402,1936,4376,4642,2856,3061,0
14954,140000,1,1,2,28,3,3,3,2,2,3,22700,18924,23653,19670,19854,20678,3322,1934,3727,3479,3248,4155,1
14955,180000,2,1,1,39,1,0,0,1,0,0,81248,94203,118033,93910,101169,84818,45980,71690,74998,54223,59199,54316,0
14956,230000,2,1,1,37,2,2,2,2,1,2,124139,102123,120499,134047,119576,107336,52686,31969,20789,37929,33001,37743,0
14957,280000,1,1,2,34,1,1,1,1,1,1,52868,52240,53314,61404,62837,54903,19152,17953,25501,31383,24612,23737,0
14958,100000,1,2,1,30,1,1,1,1,1,1,22994,24941,22368,24175,24172,20975,9104,11680,9624,12707,11273,9590,0
14959,100000,2,4,1,29,2,3,3,3,3,3,2370,2513,2136,2031,2589,2369,223,356,292,236,370,277,0
14960,140000,2,2,2,37,3,3,3,3,3,3,44290,42329,62053,50718,52009,53403,5711,2937,8696,4402,3356,5584,0
14961,130000,2,2,1,40,3,2,2,2,3,2,10816,11320,11006,10575,10841,10353,2106,917,1421,1372,1510,1476,1
14962,150000,2,2,1,33,1,0,1,1,1,0,15284,18824,16664,18909,20147,15968,5781,12046,10027,8419,13535,6720,0
14963,110000,2,3,2,37,1,1,1,1,1,1,26298,23756,20424,20427,23295,24203,12364,13117,7689,9773,9368,10848,0
14964,200000,2,1,2,34,1,1,1,2,2,1,101480,113362,120704,122762,99435,119838,33339,43010,44225,58466,26958,32113,0
14965,90000,2,2,1,35,1,1,1,1,1,1,41447,40212,41518,42594,41944,38756,18225,14301,17668,15213,13801,12644,0
14966,190000,1,1,1,33,2,2,2,2,2,1,87138,109106,110771,98595,118356,88831,30712,26458,39401,15107,30047,26450,0
14967,170000,1,2,1,35,1,1,2,1,2,1,59990,67766,82291,72105,72033,71400,16369,20412,22250,23419,21024,28615,0
14968,140000,2,1,1,59,2,2,2,2,1,2,71366,72100,73552,73307,65421,70901,17777,23382,17533,18629,22383,12499,0
14969,160000,2,1,2,37,2,2,2,2,2,2,73696,70464,69037,78995,52492,72825,10867,11156,15042,13889,9102,15396,0
14970,160000,2,1,2,40,-1,-1,0,0,0,-1,41131,54010,46297,55055,53421,54979,49500,36090,60259,50400,37435,37389,0
14971,90000,2,3,3,38,0,1,1,1,0,1,32729,36739,36076,33050,36523,36442,11557,16533,22618,22530,19193,20732,0
14972,220000,2,1,1,32,0,0,0,0,0,0,96135,104680,94467,105589,93950,106395,88895,40200,116801,94014,63465,100028,0
14973,140000,1,2,2,46,1,1,1,1,1,1,55277,48258,55181,49474,60690,59984,14761,13964,25038,14260,18814,13520,0
14974,150000,2,3,1,32,1,1,1,1,1,1,51842,42559,44082,41867,48159,48317,16759,18770,13562,11084,21058,22634,0
14975,160000,1,2,2,44,3,3,3,3,3,3,52789,41186,43934,45896,50019,33729,6993,6863,6628,7230,6415,4209,0
14976,140000,2,2,1,31,3,3,3,3,3,3,31202,25020,28857,24352,30139,27277,537,1218,1230,1187,1619,801,1
14977,190000,1,1,2,26,0,0,0,1,1,1,15895,19227,18324,18486,16468,21128,13032,13052,11381,12680,9361,15177,0
14978,70000,1,2,2,38,0,0,0,0,0,0,42130,38272,39463,43473,41342,32635,22310,30145,24399,30584,33714,18343,0
14979,80000,2,3,1,25,1,1,1,1,1,1,40305,38765,41093,38238,33986,32204,14436,19361,14667,21433,12368,15189,0
14980,210000,1,1,2,39,0,0,0,0,0,0,94702,100324,109009,82942,96572,95175,67336,71802,88742,42762,95462,58006,0
14981,260000,2,1,2,24,3,3,3,3,3,3,115346,135618,147085,114754,157344,143916,8200,9931,19303,10391,12491,9111,0
14982,150000,2,1,1,32,1,1,0,1,1,0,63323,70016,86079,83700,87097,84485,34937,30038,60176,48859,47144,49666,0
14983,190000,2,2,1,22,3,3,3,3,3,3,97720,103079,102176,104988,85763,102017,10064,11008,11125,9139,7143,5274,1
14984,180000,1,2,1,60,1,1,2,1,2,1,38172,29417,34222,32146,35923,39325,12872,12546,15016,12606,12168,10962,0
14985,60000,1,3,1,21,0,0,0,0,0,1,290,230,272,305,253,257,174,187,119,238,159,118,0
14986,170000,2,1,1,35,1,1,1,2,1,1,48751,46193,57379,50062,53683,48381,17012,10288,23720,14338,22454,13789,0
14987,250000,1,1,2,45,1,1,1,1,1,1,134040,121813,153294,116694,133411,148209,54205,54390,45664,44296,50188,61072,0
14988,220000,2,1,2,44,2,2,1,1,1,2,149872,104989,107550,101199,103482,106464,57643,31067,14541,37784,33621,31972,0
14989,140000,1,3,1,42,1,1,1,1,1,1,61935,54321,51513,58376,52784,62073,15433,24890,21262,18822,16880,23967,0
14990,180000,2,1,2,32,2,2,2,2,2,2,80774,72032,72748,64014,69872,69014,17160,14118,13847,16874,11253,17398,0
14991,160000,1,1,2,47,2,2,2,2,2,2,80037,86076,90203,71877,70768,75948,18564,19382,12184,12771,16793,16028,0
14992,30000,2,2,2,43,1,1,1,1,1,1,11620,10818,11369,13089,9453,10785,3222,3832,3591,5665,2801,4274,0
14993,140000,2,1,1,36,1,1,1,1,1,1,49592,47482,47135,40294,47203,41056,27033,21446,27477,18412,30999,18233,0
14994,170000,2,1,2,37,0,1,1,1,0,0,87977,98082,89324,96397,77278,86780,31318,50315,44014,51976,35946,50438,0
14995,220000,2,1,2,32,3,3,3,3,3,3,56579,56283,62105,65053,58180,47036,5148,5564,4821,7960,4794,3999,0
14996,50000,1,3,2,26,3,2,2,2,3,3,11261,10419,12046,10559,11086,9464,1567,2092,926,2203,1771,1801,0
14997,130000,2,1,2,46,1,1,1,1,1,1,70379,56164,64760,75329,65707,63829,36528,26849,21492,49363,36886,28557,0
14998,170000,2,1,2,46,3,3,3,3,3,3,41527,41813,52116,47525,48210,33523,1556,2018,2586,1586,2624,1640,0
14999,120000,1,2,2,27,1,1,1,1,1,1,52852,52064,45965,53082,52738,49496,19138,11773,19057,18187,17900,17846,0
15000,190000,1,1,2,33,3,3,3,3,3,3,45371,56489,46337,39411,49589,45750,1305,2158,1659,1754,1656,1615,0
15001,240000,1,2,1,33,0,0,0,0,0,0,90255,69406,67784,77034,76830,67609,69972,60693,52457,62292,68343,58248,0
15002,150000,1,2,1,34,0,1,0,0,1,0,44714,49354,49384,50767,48037,55609,43796,31199,33168,24506,32363,43269,0
15003,200000,2,1,1,35,1,1,1,1,2,1,95064,71163,70027,74545,85891,93242,22470,21464,20797,26778,31980,22747,0
15004,160000,1,2,1,43,1,0,1,0,0,1,44399,48243,44679,39969,42908,53885,26089,24642,21833,25133,28347,27530,0
15005,180000,1,4,2,28,2,2,2,2,1,2,65126,66297,68243,66520,57007,68297,14832,17372,15235,20322,16682,16458,0
15006,20000,2,3,3,27,1,1,1,1,1,1,2905,2256,2960,2548,2865,2586,1780,883,1911,1211,916,1321,0
15007,150000,2,3,1,46,1,1,1,1,1,0,19296,18166,19170,18447,16748,15325,9938,9814,11991,10833,10951,6028,0
15008,120000,1,3,2,30,3,3,3,3,3,3,57723,58022,58754,43754,50148,56728,5818,7033,8369,4878,4485,7843,0
15009,30000,1,3,1,23,1,1,1,1,1,1,15659,14199,14570,15837,15700,16260,10462,3437,9385,8843,11166,10529,0
15010,160000,1,1,2,30,0,1,0,1,0,0,98721,81119,88439,106667,95608,103315,71820,65063,57612,98645,71406,76868,0
15011,100000,2,2,2,32,2,2,2,1,1,1,54401,53192,43986,53460,44454,52415,15608,14060,12570,12666,12140,17575,0
15012,90000,1,2,2,48,0,0,0,1,0,1,49157,42157,52335,53352,49775,51473,29609,22351,12465,27697,31337,24839,0
15013,130000,2,2,1,43,3,3,3,3,3,3,101293,102757,77580,77064,64869,74879,14213,13747,4140,9721,6701,9601,0
15014,40000,2,3,1,45,1,1,1,1,1,1,7716,8004,7082,6647,8490,7271,3313,4273,3404,2968,5030,3439,0
15015,220000,2,1,1,42,3,2,2,2,2,2,117688,116982,97737,107614,122509,92479,29656,26231,19560,21119,29993,27449,0
15016,250000,2,1,1,43,1,1,1,1,1,2,71596,72407,68725,62447,61029,53657,23795,32176,25163,13490,23031,18898,0
15017,60000,2,3,2,28,0,0,1,0,1,1,33497,35733,40367,28388,43385,25920,23441,26804,24630,11069,20968,17500,0
15018,90000,2,2,2,33,3,3,3,3,3,3,7511,8291,6628,7677,6525,6432,1200,1111,1151,1082,763,832,0
15019,230000,1,1,2,26,2,2,2,2,2,3,73563,114585,113074,113048,108751,120945,18286,31233,21192,28463,19575,31670,0
15020,140000,2,1,1,33,3,3,3,3,3,3,55603,47630,45889,45043,53681,49351,4413,4030,5517,4928,5408,4550,1
15021,80000,1,2,1,41,1,1,1,1,1,1,34765,38159,37286,37260,35642,32780,20642,12912,17697,18572,15778,19276,0
15022,120000,2,2,1,36,3,3,3,3,3,3,51124,51722,57375,48218,56908,44387,4778,5341,6630,5766,6828,3573,0
15023,180000,2,2,2,46,0,0,0,-1,0,-1,118174,118828,119807,127064,147989,129073,117099,104435,99384,89158,152090,132765,1
15024,150000,2,2,1,24,3,3,3,3,3,3,115866,97221,94409,99138,88818,87536,2129,2159,3238,2698,2868,3025,0
15025,240000,2,1,1,39,2,1,2,2,2,1,141795,139057,145161,150793,126982,136010,38869,32110,30237,33793,18637,43008,0
15026,100000,2,2,2,23,3,3,3,3,3,3,41987,45399,47610,50103,41639,48866,2942,3927,4399,3370,3397,4754,0
15027,130000,1,3,2,35,3,3,3,3,3,3,96608,93566,102348,108210,89422,96192,8608,10903,11425,8493,8546,9291,1
15028,140000,2,2,2,41,2,2,2,2,2,2,25883,18773,19102,24550,20330,23294,6042,4085,4283,6872,4603,4566,0
15029,120000,2,1,1,33,1,1,1,1,1,1,87153,84595,73050,80682,88567,84762,29812,28801,24868,22926,30887,34818,0
15030,200000,2,2,2,39,1,1,1,1,1,1,8714,8824,9086,12504,10462,9568,3600,2695,2320,4933,4039,3741,0
15031,190000,1,1,2,26,1,1,1,1,1,1,53048,53522,53939,48122,50550,54237,19956,28859,22474,19821,17900,24867,0
15032,190000,2,2,2,21,1,1,1,1,1,1,57447,76833,64781,64271,68534,65599,38426,35186,40786,26844,49836,32971,0
15033,240000,1,1,1,40,3,3,3,3,3,3,121100,136479,134000,123310,131117,128331,5631,9330,5565,9704,9338,6624,0
15034,190000,2,2,2,50,1,1,0,0,0,1,32182,35003,30318,39195,26647,30817,22713,24800,17258,18925,18361,16331,0
15035,240000,1,2,1,26,1,1,1,1,1,1,43091,44563,46894,39376,39766,45266,22311,29144,24161,24808,21882,17907,0
15036,100000,2,2,1,45,1,1,1,0,1,1,32831,31454,28904,27424,37459,29312,15070,23500,13615,17284,22196,16268,0
15037,180000,1,3,1,35,2,2,2,2,2,2,142783,152742,130252,143633,150805,136550,31511,27522,23194,21421,43494,28234,0
15038,130000,2,2,1,22,3,3,3,3,3,3,5053,6321,6808,6841,6040,5542,375,273,512,453,493,315,1
15039,220000,2,1,2,24,2,2,2,2,2,2,53857,54821,57906,48838,52695,51026,10499,12994,10718,11055,8925,12018,1
15040,150000,2,2,2,35,3,2,2,3,3,3,112614,121876,108671,99429,107163,113229,18457,26973,14038,14267,13339,22672,0
15041,130000,2,3,1,31,1,1,1,1,1,1,98270,88747,92777,76374,78600,87816,58863,50187,34241,41224,50241,66671,0
15042,80000,2,3,2,23,1,0,0,1,1,1,51920,63536,56523,64424,49041,54581,29580,42850,34566,45151,39518,42231,0
15043,250000,1,1,1,21,1,1,1,2,1,2,110471,87537,102498,117876,104085,107024,35051,29424,30253,42743,26320,31600,0
15044,220000,1,1,1,27,0,0,0,1,1,0,127372,144056,139042,126989,142324,143030,89802,132088,82639,74089,101531,129592,0
15045,100000,2,2,2,36,1,1,1,1,1,1,31489,32863,30458,30898,32679,34148,9878,13460,7064,11440,9918,9832,0
15046,160000,2,2,2,34,3,3,3,3,3,3,117561,108021,114227,106875,102720,107010,11105,9055,10250,9681,15099,11096,1
15047,120000,1,3,1,30,1,1,1,1,1,1,33466,45855,37120,30947,38260,33262,20127,23366,15979,18772,17437,16894,0
15048,170000,1,2,1,36,2,1,1,1,1,1,96114,94490,88696,96343,96805,94767,23788,24140,30294,26126,26005,37991,0
15049,60000,2,3,1,44,3,3,3,3,3,3,17342,19739,20790,23631,17755,17927,2229,2289,2359,2336,2356,1788,0
15050,130000,2,2,1,38,2,2,2,2,2,2,26393,26994,37510,34353,37693,37126,6735,6873,9444,6667,8635,8126,1
15051,200000,2,1,2,33,2,2,2,2,2,2,76295,84880,79567,61067,66310,73219,12107,18577,8848,16348,15836,18228,0
15052,90000,1,3,1,43,1,1,1,1,1,1,66050,64219,61491,57495,64832,55511,31320,31497,31016,29112,35760,23110,0
15053,270000,2,1,1,26,3,3,3,3,3,3,65852,60213,71746,49776,51963,69269,3784,3978,3675,2767,2047,3752,0
15054,140000,2,2,2,32,2,2,2,2,2,2,86007,65965,82008,77664,76280,80002,22620,14922,13602,17958,18209,13278,0
15055,50000,1,3,2,33,1,1,1,1,1,1,20899,17667,17330,19107,17004,20201,8239,5713,7406,12784,7501,7203,0
15056,80000,2,3,1,23,1,2,1,1,1,1,48803,41502,42270,54231,41683,49347,20558,16374,14678,21675,15843,19439,0
15057,130000,2,1,2,31,3,2,2,2,3,2,54747,59614,66514,65712,49789,58778,7149,9870,10519,11664,6063,13641,0
15058,140000,2,2,1,21,0,0,0,0,0,0,70142,61830,52581,57699,60435,63949,36645,32194,45914,49990,42637,34040,0
15059,110000,2,2,1,52,3,2,3,2,2,2,30787,34751,38644,30594,36899,32001,4213,6461,5543,3961,8437,5617,0
15060,100000,2,2,1,26,1,0,0,0,0,0,57788,54373,51942,62368,59819,67267,37010,46457,33068,44577,39464,43787,0
15061,180000,1,2,1,49,2,2,1,2,2,2,134823,139213,153978,144138,154688,130046,59203,36474,58689,36324,51032,50679,0
15062,70000,1,2,2,35,1,1,1,1,1,1,15769,21375,21187,19222,19739,20685,8063,11416,9842,7929,9765,13267,0
15063,80000,1,4,2,40,2,3,3,3,3,3,23677,25074,23309,25701,22014,23465,4874,2880,4102,4174,2435,3235,0
15064,190000,2,2,2,30,0,0,0,0,0,0,158076,140783,152376,152147,143233,186994,134624,96960,84916,101705,95095,138324,0
15065,150000,1,1,2,36,3,3,3,3,3,3,41158,47791,49437,48717,55578,48878,2701,2623,2578,4731,4066,4096,0
15066,140000,2,2,1,40,2,2,3,2,2,2,36599,36191,33237,30193,29559,30438,6546,4277,3297,6257,3336,5637,0
15067,220000,2,2,1,40,3,3,3,3,3,3,54639,49666,59125,66964,52646,48447,3547,2975,3021,4195,3366,2247,0
15068,190000,2,2,1,41,2,3,3,2,2,3,78321,100291,102008,103654,88558,73609,12969,17567,19710,14248,12775,11267,0
15069,170000,2,1,1,31,1,0,0,1,1,1,78130,88627,84294,84420,92486,65457,27385,65251,38050,43005,46223,43282,0
15070,160000,1,1,1,30,2,2,2,2,2,2,117304,108275,111747,98280,102943,112181,28727,16485,31393,17138,22126,26174,0
15071,210000,1,1,2,21,0,0,1,0,1,0,115135,110484,105294,102832,126132,108354,90578,73501,76114,73986,91396,89740,0
15072,130000,2,2,1,39,2,2,1,1,1,1,83195,73144,79623,83146,72228,76107,31080,24717,31821,34844,25611,31001,0
15073,270000,2,1,2,44,1,1,1,1,1,1,34669,35366,37767,46689,36740,32917,12385,11448,11208,13430,11311,13402,1
15074,170000,1,2,2,49,3,3,3,3,3,3,81463,95918,104528,84029,74485,82661,5012,4185,5902,2843,4166,5012,0
15075,70000,1,2,1,37,1,1,1,1,1,1,36644,30700,31366,32336,28092,30632,20351,9688,13723,18295,14416,8823,0
15076,80000,2,2,1,28,1,1,1,1,1,1,26588,24811,28838,25391,23123,23882,10902,16972,13149,15087,10462,13105,0
15077,90000,2,2,1,21,1,1,0,0,0,0,9255,8657,9234,8019,8775,7103,5899,4980,5512,3817,5815,4826,0
15078,110000,1,2,2,44,1,1,0,1,1,1,67709,77997,80747,71801,74830,64959,33104,40687,40602,35409,49479,33761,0
15079,130000,2,2,2,21,2,2,2,2,2,1,17196,15865,17887,19350,16040,20053,5426,3223,5136,5514,4607,3558,0
15080,160000,2,2,2,31,3,3,3,3,3,3,57262,47240,53491,48488,49171,49244,4484,3745,4357,3454,4372,4250,0
15081,140000,2,1,1,32,0,0,0,0,0,-1,24706,22241,22867,18965,24028,25165,23846,14625,9914,13992,10910,17988,0
15082,90000,1,2,1,34,1,2,1,2,1,1,8997,12027,10128,10888,10819,11964,2440,5062,2725,4152,3398,5068,0
15083,150000,2,1,1,35,1,1,1,1,1,1,65020,67902,55514,54961,56001,54728,30789,15218,26129,11182,32291,15988,0
15084,170000,1,1,1,36,2,2,1,2,1,2,59879,60899,64211,56456,63177,58958,13877,14532,21367,16165,22018,22157,0
15085,210000,2,1,1,21,1,2,2,1,1,1,87307,110544,92965,90282,84627,98554,21490,32972,21967,30336,28810,33013,0
15086,150000,1,1,2,35,0,0,1,0,1,0,101707,93857,82744,76522,77929,97133,62729,50816,72036,42064,43030,71225,0
15087,160000,1,2,2,21,3,3,3,3,3,3,9393,8650,9199,9367,9935,8434,1176,1022,977,947,896,789,0
15088,120000,1,2,2,41,2,2,2,3,2,3,21041,27812,20748,28025,24709,27426,3588,5290,2624,5699,5046,4517,0
15089,100000,1,2,1,30,2,2,2,2,2,2,20423,20594,19728,19342,21493,18020,6099,7613,3994,4603,4770,3147,0
15090,120000,2,2,2,21,1,1,1,1,1,1,63798,51654,51993,52982,52476,59027,16835,17405,17853,15993,25823,31635,0
15091,130000,1,2,1,27,2,2,2,2,3,3,70570,79487,66120,70966,62850,61674,8848,7688,10031,14546,10235,7320,0
15092,250000,2,1,2,29,0,0,1,0,0,1,139723,137472,125300,132165,135198,148814,76206,113486,82259,95495,106077,100459,0
15093,210000,2,1,2,45,0,0,0,1,0,0,146817,129667,104832,107865,129879,118753,100496,125610,59680,63125,36662,82449,0
15094,100000,2,2,1,36,2,2,2,2,2,2,22125,28594,19854,23938,23668,22622,4117,6136,4955,6409,6477,5572,1
15095,260000,2,1,3,38,1,1,1,1,1,0,83576,92648,103023,77173,79864,90083,36919,41052,52512,41686,43384,35403,0
15096,200000,2,2,1,45,2,2,2,2,2,2,110570,97412,106161,101050,97886,79605,24877,23037,29077,25892,22716,15484,1
15097,100000,2,2,1,34,1,1,2,1,1,1,33561,33103,38983,33029,38777,33403,14168,15682,17962,8998,9733,10182,0
15098,150000,2,1,2,41,2,3,2,2,3,2,106290,116695,101461,113657,104622,95227,20415,22888,15749,26004,22404,18985,0
15099,120000,2,2,2,41,0,1,0,1,1,1,4429,5066,3896,4906,4639,4658,2852,2408,3105,1680,3579,3215,0
15100,140000,2,1,1,23,2,2,2,2,2,3,63783,57461,74507,65258,67553,64499,7308,10106,15024,10763,13236,11740,1
15101,180000,2,2,2,48,1,1,1,1,1,1,82291,88143,72962,90036,77979,102327,36229,28649,31523,40070,34188,27526,0
15102,210000,2,1,1,22,1,1,1,1,1,1,33006,36030,38073,38783,35604,32576,15359,6992,12298,14353,15162,15613,0
15103,210000,1,1,1,43,2,2,2,2,2,2,42441,41362,36926,41369,43860,40444,10556,7401,9906,13772,11305,9079,0
15104,70000,1,3,2,21,1,1,1,1,1,1,19539,18415,18605,16416,18610,16626,10197,11070,8794,7327,7711,7882,0
15105,160000,1,2,2,40,1,1,1,1,1,1,37557,32336,41672,39349,40348,41539,17242,14020,16699,16479,14616,19741,0
15106,190000,1,1,1,51,1,1,0,0,1,1,34830,36697,33287,29067,38114,37238,14399,18608,19144,20177,15623,24202,0
15107,120000,2,2,2,33,1,2,2,1,2,1,34192,34313,36885,33246,36853,36058,16200,12196,9264,11203,11885,10877,0
15108,130000,1,2,2,32,0,0,0,0,0,0,81466,58664,72144,62725,63151,73742,55011,39835,36700,36625,43009,38558,0
15109,200000,2,1,1,40,0,-1,0,0,0,0,13272,13396,12640,14313,12712,16294,12084,13577,7892,8235,11363,7614,0
15110,160000,2,2,2,32,1,2,1,1,1,1,81881,82526,60732,74462,79911,64834,22912,41009,25146,34588,25481,27149,0
15111,110000,2,2,1,51,2,2,1,1,1,1,44538,55578,57975,45354,50935,52891,10225,18969,13547,18414,13037,14720,0
15112,190000,1,1,2,36,1,1,1,1,1,1,55953,47444,52947,49297,53298,50284,30874,17545,16188,28152,23751,20744,0
15113,90000,1,3,2,32,3,3,2,3,3,3,46770,47314,40151,47295,39732,44195,5873,6509,6228,6304,4983,4075,0
15114,190000,2,1,1,30,1,1,1,2,1,1,135197,147903,171351,137409,120505,169362,44989,37049,52728,45158,39414,64629,0
15115,110000,2,1,2,26,2,2,2,2,2,2,89229,76883,83331,88730,89778,80018,16110,17200,15655,16122,16567,21457,0
15116,180000,2,1,2,29,3,3,3,3,3,3,125393,126335,133812,130147,145803,122633,18549,21314,19731,15314,18365,17785,0
15117,170000,1,1,2,31,2,1,2,1,1,1,142719,132904,148750,133187,127652,138411,46338,45364,70844,59568,43236,46774,0
15118,160000,1,1,2,30,1,1,2,1,1,1,102946,75791,110102,105239,90437,101270,32220,30728,51632,35656,33222,19254,0
15119,160000,2,2,2,29,3,3,3,3,3,3,81927,96937,100975,100490,86190,87763,5815,9940,8920,6384,7091,9614,0
15120,180000,1,2,2,53,3,3,3,3,3,3,104733,111814,92360,100203,99542,126898,12744,11013,12136,9646,10907,13267,0
15121,150000,1,2,1,25,0,1,1,1,1,1,63268,53872,49566,50074,52165,39104,26712,37175,34128,25068,29830,21151,0
15122,100000,1,2,2,36,2,1,2,1,2,1,37693,35638,41025,35306,43161,45782,11339,7387,14707,7694,11815,14952,0
